Table 1 - Investments other than derivatives,,,,,,,,,,,,
Portfolio Holdings Information for:,Future Fund,,,,,,,,,,,
Reporting Date: ,31/12/2025,,,,,,,,,,,
,,,,,,,,,,,,
Asset Class,Internally or Externally Managed,Name of Institution,Name of Issuer / Counterparty,Name / Investment Item,Name of Investment Manager,Currency,Security Identifier,% Ownership, Units Held ,Value (AUD),Weighting (%),
Listed Property,,,,National Storage REIT,,,BGP6479,,"1,009,992","2,817,878",0.00%,
Listed Property,,,,Neobo Fastigheter AB,,,B9J8FX5,,"67,301","202,640",0.00%,
Listed Property,,,,NetSTREIT Corp.,,,BMFLYL0,,"69,308","1,833,386",0.00%,
Listed Property,,,,New World Development Co. Ltd.,,,BM94GQ4,,"1,142,000","1,599,549",0.00%,
Listed Property,,,,Newriver Reit Plc,,,BD7XPJ6,,"313,493","456,536",0.00%,
Listed Property,,,,"NexPoint Residential Trust, Inc.",,,BWC6PW6,,"18,556","837,573",0.00%,
Listed Property,,,,NextDC Ltd.,,,B5LMKP4,,"529,664","6,636,690",0.00%,
Listed Property,,,,"Nippon Building Fund, Inc.",,,6396800,,"6,530","9,063,436",0.00%,
Listed Property,,,,"Nippon Prologis REIT, Inc.",,,B98BC67,,"5,971","5,399,494",0.00%,
Listed Property,,,,NIPPON REIT Investment Corp.,,,BLC7414,,"1,342","1,296,466",0.00%,
Listed Property,,,,"NNN REIT, Inc.",,,2211811,,"155,369","9,233,371",0.00%,
Listed Property,,,,"Nomura Real Estate Holdings, Inc.",,,B1CWJM5,,"433,100","4,006,755",0.00%,
Listed Property,,,,"Nomura Real Estate Master Fund, Inc.",,,BYSJJF4,,"3,390","5,614,032",0.00%,
Listed Property,,,,Northwest Healthcare Properties Real Estate Investment Trust,,,B4Y8WM3,,"183,514","1,031,016",0.00%,
Listed Property,,,,NP3 Fastigheter AB,,,BT6SSF1,,"26,168","1,102,472",0.00%,
Listed Property,,,,NSI NV,,,BZBY737,,"12,260","418,457",0.00%,
Listed Property,,,,NTT UD REIT Investment Corp.,,,6543800,,"1,066","1,455,794",0.00%,
Listed Property,,,,Nyfosa AB,,,BFD2NK8,,"132,582","1,615,232",0.00%,
Listed Property,,,,"Omega Healthcare Investors, Inc.",,,2043274,,"243,828","16,212,542",0.01%,
Listed Property,,,,"One REIT, Inc.",,,BDGTL31,,533,"463,521",0.00%,
Listed Property,,,,"ORIX JREIT, Inc.",,,6527774,,"4,352","4,425,887",0.00%,
Listed Property,,,,OUE Real Estate Investment Trust,,,BJ62K79,,"1,850,000","776,614",0.00%,
Listed Property,,,,Pandox AB,,,BZ0CT92,,"88,077","2,908,412",0.00%,
Listed Property,,,,"Park Hotels & Resorts, Inc.",,,BYVMVV0,,"163,148","2,620,252",0.00%,
Listed Property,,,,Parkway Life Real Estate Investment Trust,,,B23WXW9,,"360,300","1,714,176",0.00%,
Listed Property,,,,Peach Property Group AG,,,B3NHS04,,"36,261","431,718",0.00%,
Listed Property,,,,Pebblebrook Hotel Trust,,,B4XBDV9,,"96,641","1,641,962",0.00%,
Listed Property,,,,"Phillips Edison & Co., Inc.",,,BN48ZR2,,"104,419","5,586,702",0.00%,
Listed Property,,,,Picton Property Income Ltd.,,,B0LCW20,,"399,103","596,504",0.00%,
Listed Property,,,,"Piedmont Realty Trust, Inc.",,,B3M3278,,"102,170","1,277,795",0.00%,
Listed Property,,,,Platzer Fastigheter Holding AB,,,BH0WHG9,,"52,247","633,162",0.00%,
Listed Property,,,,PPHE Hotel Group Ltd.,,,B1Z5FH8,,"19,114","692,418",0.00%,
Listed Property,,,,Precinct Properties NZ & Precinct Properties Investments Ltd.,,,6093275,,"1,356,386","1,403,596",0.00%,
Listed Property,,,,Primaris Real Estate Investment Trust,,,BPCK370,,"93,583","1,602,469",0.00%,
Listed Property,,,,Primary Health Properties Plc,,,BYRJ5J1,,"2,110,055","4,166,648",0.00%,
Listed Property,,,,"Prologis, Inc.",,,B44WZD7,,"768,539","147,127,073",0.05%,
Listed Property,,,,Prosperity Real Estate Investment Trust,,,B0PVBN7,,"1,069,000","294,517",0.00%,
Listed Property,,,,PSP Swiss Property AG,,,B012877,,"37,811","10,270,218",0.00%,
Listed Property,,,,Public Property Invest ASA,,,BS3F0B8,,"130,400","451,700",0.00%,
Listed Property,,,,Public Storage,,,2852533,,"130,873","50,928,310",0.02%,
Listed Property,,,,Realty Income Corp.,,,2724193,,"757,754","64,361,081",0.02%,
Listed Property,,,,Regency Centers Corp.,,,2726177,,"149,941","15,692,362",0.01%,
Listed Property,,,,Region Group,,,BPBMY63,,"959,420","2,320,837",0.00%,
Listed Property,,,,Regional REIT Ltd.,,,BSY2LD7,,"104,394","230,147",0.00%,
Listed Property,,,,Residential Secure Income Plc,,,BYSX150,,"153,240","178,653",0.00%,
Listed Property,,,,Retail Estates SA,,,5438361,,"9,629","1,081,953",0.00%,
Listed Property,,,,"Rexford Industrial Realty, Inc.",,,BC9ZHL9,,"193,152","11,339,733",0.00%,
Listed Property,,,,RioCan Real Estate Investment Trust,,,2229610,,"244,486","5,023,542",0.00%,
Listed Property,,,,RLJ Lodging Trust,,,B3PY1N7,,"112,213","1,278,877",0.00%,
Listed Property,,,,"Ryman Hospitality Properties, Inc.",,,B8QV5C9,,"50,802","7,299,764",0.00%,
Listed Property,,,,"Sabra Health Care REIT, Inc.",,,B5NLBP6,,"195,542","5,553,821",0.00%,
Listed Property,,,,"Safehold, Inc.",,,BMDBB99,,"46,152","959,721",0.00%,
Listed Property,,,,Safestore Holdings Plc,,,B1N7Z09,,"176,950","2,626,871",0.00%,
Listed Property,,,,Sagax AB,,,B9M3PK4,,"177,435","5,703,267",0.00%,
Listed Property,,,,Samhällsbyggnadsbolaget I Norden AB,,,BD7Y737,,"767,280","577,873",0.00%,
Listed Property,,,,Samty Residential Investment Corp.,,,BYRVCJ6,,291,"324,337",0.00%,
Listed Property,,,,"Sankei Real Estate, Inc.",,,BHXM4W1,,344,"341,942",0.00%,
Listed Property,,,,Scentre Group,,,BLZH0Z7,,"4,314,803","18,122,173",0.01%,
Listed Property,,,,Schroder Real Estate Investment Trust Ltd.,,,B01HM14,,"349,675","382,979",0.00%,
Listed Property,,,,SEGRO PLC,,,B5ZN1N8,,"1,114,362","16,192,365",0.01%,
Listed Property,,,,"Sekisui House Reit, Inc.",,,BSKRKL7,,"3,120","2,749,878",0.00%,
Listed Property,,,,Shaftesbury Capital Plc,,,B62G9D3,,"1,202,910","3,518,126",0.00%,
Listed Property,,,,"Shinhan Alpha REIT Co., Ltd.",,,BG0WBV5,,"95,770","557,295",0.00%,
Listed Property,,,,Shurgard Self Storage Ltd.,,,BQZCBZ4,,"26,733","1,379,500",0.00%,
Listed Property,,,,"Sila Realty Trust, Inc.",,,BSMR3P0,,"45,756","1,599,419",0.00%,
Listed Property,,,,"Simon Property Group, Inc.",,,2812452,,"268,466","74,523,118",0.03%,
Listed Property,,,,Sino Land Co. Ltd.,,,6810429,,"2,986,396","5,880,242",0.00%,
Listed Property,,,,Sirius Real Estate Ltd.,,,B1W3VF5,,"1,232,009","2,429,613",0.00%,
Listed Property,,,,"SK REIT Co., Ltd.",,,BMYH2M6,,"157,507","958,539",0.00%,
Listed Property,,,,SL Green Realty Corp.,,,BPGKM57,,"59,090","4,064,570",0.00%,
Listed Property,,,,SmartCentres Real Estate Investment Trust,,,BZ22BK5,,"105,122","2,976,384",0.00%,
Listed Property,,,,Social Housing REIT Plc,,,BF0P7H5,,"309,326","430,503",0.00%,
Listed Property,,,,"SOSiLA Logistics REIT, Inc.",,,BG0WNL9,,544,"669,939",0.00%,
Listed Property,,,,"STAG Industrial, Inc.",,,B64BRQ5,,"155,104","8,578,964",0.00%,
Listed Property,,,,Star Asia Investment Corp.,,,BYYJ8J5,,"2,013","1,188,248",0.00%,
Listed Property,,,,Starhill Global Real Estate Investment Trust,,,B0HZGR6,,"1,173,657","814,309",0.00%,
Listed Property,,,,Starts Proceed Investment Corp.,,,B0NNX17,,165,"325,658",0.00%,
Listed Property,,,,Stendörren Fastigheter AB,,,BTJHKD7,,"1,548","50,865",0.00%,
Listed Property,,,,Stockland,,,6850856,,"1,993,437","11,601,803",0.00%,
Listed Property,,,,Stoneweg Europe Stapled Trust,,,BVMDVL1,,"300,006","861,240",0.00%,
Listed Property,,,,"StorageVault Canada, Inc.",,,B296BQ5,,"185,966","950,606",0.00%,
Listed Property,,,,Stride Property Group,,,BD6K242,,"399,637","475,579",0.00%,
Listed Property,,,,"Sumitomo Realty & Development Co., Ltd.",,,6858902,,"538,600","20,260,866",0.01%,
Listed Property,,,,"Sun Communities, Inc.",,,2860257,,"101,514","19,021,031",0.01%,
Listed Property,,,,Sun Hung Kai Properties Ltd.,,,6859927,,"1,152,500","21,027,509",0.01%,
Listed Property,,,,SUNeVision Holdings Ltd.,,,6222217,,"508,000","450,213",0.00%,
Listed Property,,,,Sunlight Real Estate Investment Trust,,,B1KR438,,"815,000","368,997",0.00%,
Listed Property,,,,"Sunstone Hotel Investors, Inc.",,,B034LG1,,"148,911","2,016,445",0.00%,
Listed Property,,,,Suntec Real Estate Investment Trust,,,B04PZ72,,"1,740,300","2,922,251",0.00%,
Listed Property,,,,Supermarket Income REIT Plc,,,BF345X1,,"991,377","1,629,697",0.00%,
Listed Property,,,,Sveafastigheter AB,,,BSJMD36,,"48,749","323,378",0.00%,
Listed Property,,,,Swedish Logistic Property AB,,,BJLL640,,"140,401","946,656",0.00%,
Listed Property,,,,Swire Properties Ltd.,,,B67C2G0,,"813,000","3,286,192",0.00%,
Listed Property,,,,Swiss Prime Site AG,,,B083BH4,,"62,998","14,690,855",0.01%,
Listed Property,,,,TAG Immobilien AG,,,5735631,,"148,736","3,465,632",0.00%,
Listed Property,,,,"Tanger, Inc.",,,2874582,,"91,914","4,599,490",0.00%,
Listed Property,,,,Target Healthcare REIT Plc,,,BJGTLF5,,"516,840","1,017,457",0.00%,
Listed Property,,,,Terreno Realty Corp.,,,B3N4753,,"83,899","7,452,386",0.00%,
Listed Property,,,,The British Land Co. Plc,,,0136701,,"802,142","6,734,202",0.00%,
Listed Property,,,,The PRS REIT Plc,,,BF01NH5,,"420,353","963,170",0.00%,
Listed Property,,,,The UNITE Group Plc,,,0692861,,"341,498","3,853,883",0.00%,
Listed Property,,,,"Tokyo Tatemono Co., Ltd.",,,6895426,,"160,100","5,507,174",0.00%,
Listed Property,,,,"TOKYU REIT, Inc.",,,6687203,,667,"1,321,551",0.00%,
Listed Property,,,,Tritax Big Box REIT Plc,,,BG49KP9,,"2,009,869","6,170,107",0.00%,
Listed Property,,,,"UDR, Inc.",,,2727910,,"273,853","15,063,250",0.01%,
Listed Property,,,,"UMH Properties, Inc.",,,2908191,,"65,388","1,560,056",0.00%,
Listed Property,,,,Unibail-Rodamco-Westfield SE,,,BF2PQ09,,"100,368","16,396,927",0.01%,
Listed Property,,,,United Urban Investment Corp.,,,6723839,,"2,528","4,515,192",0.00%,
Listed Property,,,,UOL Group Ltd.,,,6916844,,"379,300","3,865,673",0.00%,
Listed Property,,,,Urban Edge Properties,,,BTPSGQ9,,"104,605","3,010,227",0.00%,
Listed Property,,,,Vastned NV,,,5847086,,"6,747","369,554",0.00%,
Listed Property,,,,"Ventas, Inc.",,,2927925,,"387,652","45,261,430",0.02%,
Listed Property,,,,"Veris Residential, Inc.",,,2192314,,"61,894","1,388,520",0.00%,
Listed Property,,,,VGP NV,,,B29L881,,"11,160","1,936,007",0.00%,
Listed Property,,,,"VICI Properties, Inc.",,,BYWH073,,"883,115","37,833,860",0.01%,
Listed Property,,,,Vicinity Centres,,,BY7QXS7,,"3,193,993","8,176,622",0.00%,
Listed Property,,,,Vital Healthcare Property Trust,,,6173843,,"358,276","616,365",0.00%,
Listed Property,,,,Vonovia SE,,,BBJPFY1,,"623,574","26,950,635",0.01%,
Listed Property,,,,Vornado Realty Trust,,,2933632,,"145,574","7,265,056",0.00%,
Listed Property,,,,"W.P. Carey, Inc.",,,B826YT8,,"180,088","17,629,369",0.01%,
Listed Property,,,,Wallenstam AB,,,BLDB2F5,,"274,910","1,850,455",0.00%,
Listed Property,,,,Warehouses De Pauw SA,,,BK8VQD9,,"152,239","5,930,858",0.00%,
Listed Property,,,,Waypoint REIT Ltd.,,,BLBQ285,,"516,418","1,338,555",0.00%,
Listed Property,,,,"Welltower, Inc.",,,BYVYHH4,,"568,862","158,336,171",0.06%,
Listed Property,,,,Wereldhave NV,,,4948623,,"31,428","1,066,055",0.00%,
Listed Property,,,,Wharf Real Estate Investment Co. Ltd.,,,BF0GWS4,,"1,279,000","6,056,885",0.00%,
Listed Property,,,,Wihlborgs Fastigheter AB,,,BPMQMP9,,"224,370","3,330,390",0.00%,
Listed Property,,,,Workspace Group Plc,,,B67G5X0,,"108,569","873,754",0.00%,
Listed Property,,,,"Xenia Hotels & Resorts, Inc.",,,BVV6CY1,,"77,781","1,665,611",0.00%,
Listed Property,,,,Xior Student Housing NV,,,BZ1NNF8,,"32,322","1,653,734",0.00%,
Listed Property,,,,Xior Student Housing NV,,,,,"7,697",0,0.00%,
Total,,,,,,,,,,"2,322,173,697",0.86%,
Unlisted Property,Externally,,,,Altarea Cogedim,,,,,"48,784,792",0.02%,
Unlisted Property,Externally,,,,Berkshire Property Advisors LLC,,,,,"578,697,765",0.21%,
Unlisted Property,Externally,,,,BlackRock,,,,,"140,268",0.00%,
Unlisted Property,Externally,,,,Blackstone Real Estate,,,,,"514,080,325",0.19%,
Unlisted Property,Externally,,,,Brookfield Asset Management,,,,,"2,780,779,846",1.03%,
Unlisted Property,Externally,,,,Columbia Pacific Advisors,,,,,"243,938,517",0.09%,
Unlisted Property,Externally,,,,CorVal Partners Limited,,,,,"116,976,718",0.04%,
Unlisted Property,Externally,,,,Greystar Equity Partners,,,,,"1,290,915,867",0.48%,
Unlisted Property,Externally,,,,Harbert Management Corporation,,,,,"5,132,720",0.00%,
Unlisted Property,Externally,,,,Hillwood Investment Properties,,,,,"1,703,214,825",0.63%,
Unlisted Property,Externally,,,,ICAMAP Advisory,,,,,"5,897,676",0.00%,
Unlisted Property,Externally,,,,Logistics Property Company,,,,,"170,178,383",0.06%,
Unlisted Property,Externally,,,,Macquarie Asset Management Real Estate,,,,,"380,898,119",0.14%,
Unlisted Property,Externally,,,,Morgan Stanley Real Estate Investing,,,,,"827,092,949",0.31%,
Unlisted Property,Externally,,,,PEET Limited,,,,,"17,363,712",0.01%,
Unlisted Property,Externally,,,,Starlight Investments,,,,,"353,667,835",0.13%,
Total,,,,,,,,,,"9,037,760,317",3.35%,
Listed Infrastructure,,,,Aena S.M.E. SA,,,BTMKJR0,,"3,188,087","133,745,251",0.05%,
Listed Infrastructure,,,,Aéroports de Paris,,,B164FY1,,"205,450","40,308,606",0.01%,
Listed Infrastructure,,,,American Tower Corp.,,,B7FBFL2,,"1,063,599","282,810,531",0.10%,
Listed Infrastructure,,,,Atmos Energy Corp.,,,2315359,,"497,351","125,022,041",0.05%,
Listed Infrastructure,,,,"Boralex, Inc.",,,2099084,,"804,795","22,301,500",0.01%,
Listed Infrastructure,,,,Canadian National Railway Co.,,,2180632,,"280,750","41,693,966",0.02%,
Listed Infrastructure,,,,Cellnex Telecom SA,,,BX90C05,,"6,048,984","292,223,199",0.11%,
Listed Infrastructure,,,,"CenterPoint Energy, Inc.",,,2440637,,"2,055,485","118,178,443",0.04%,
Listed Infrastructure,,,,"Consolidated Edison, Inc.",,,2216850,,"1,404,307","209,156,139",0.08%,
Listed Infrastructure,,,,"Crown Castle, Inc.",,,BTGQCX1,,"1,052,454","140,258,809",0.05%,
Listed Infrastructure,,,,CSX Corp.,,,2160753,,"1,071,864","58,266,582",0.02%,
Listed Infrastructure,,,,"DT Midstream, Inc.",,,BN7L880,,"592,521","107,068,727",0.04%,
Listed Infrastructure,,,,Edison International,,,2829515,,"1,383,308","124,504,980",0.05%,
Listed Infrastructure,,,,Elia Group SA/NV,,,B09M9F4,,"380,913","73,593,400",0.03%,
Listed Infrastructure,,,,"Emera, Inc.",,,B11JS64,,"2,247,340","165,942,898",0.06%,
Listed Infrastructure,,,,"Enbridge, Inc.",,,2466149,,"3,431,193","246,542,559",0.09%,
Listed Infrastructure,,,,Eversource Energy,,,BVVN4Q8,,"726,710","73,373,899",0.03%,
Listed Infrastructure,,,,Exelon Corp.,,,2670519,,"3,032,957","198,255,373",0.07%,
Listed Infrastructure,,,,Fraport AG Frankfurt Airport Services Worldwide,,,7107551,,"484,981","59,747,383",0.02%,
Listed Infrastructure,,,,Getlink SE,,,B292JQ9,,"4,143,311","114,784,356",0.04%,
Listed Infrastructure,,,,H2O America,,,2811932,,"147,551","10,839,804",0.00%,
Listed Infrastructure,,,,Keyera Corp.,,,B3SGMV5,,"1,187,398","57,156,101",0.02%,
Listed Infrastructure,,,,Keyera Corp.,,,BPSNLM4,,"113,960","5,298,525",0.00%,
Listed Infrastructure,,,,"Kinder Morgan, Inc.",,,B3NQ4P8,,"1,220,820","50,326,673",0.02%,
Listed Infrastructure,,,,National Grid Plc,,,BDR05C0,,"14,476,631","338,088,268",0.13%,
Listed Infrastructure,,,,"NiSource, Inc.",,,2645409,,"1,763,050","110,407,090",0.04%,
Listed Infrastructure,,,,Ørsted A/S,,,BYT16L4,,"684,618","19,751,238",0.01%,
Listed Infrastructure,,,,Pennon Group Plc,,,BNNTLN4,,"4,642,567","49,395,904",0.02%,
Listed Infrastructure,,,,PG&E Corp.,,,2689560,,"12,769,018","308,664,372",0.11%,
Listed Infrastructure,,,,Pinnacle West Capital Corp.,,,2048804,,"1,359,300","180,805,144",0.07%,
Listed Infrastructure,,,,"Public Service Enterprise Group, Inc.",,,2707677,,"1,078,952","129,924,039",0.05%,
Listed Infrastructure,,,,Redeia Corporacion SA,,,BD6FXN3,,"2,352,138","62,842,699",0.02%,
Listed Infrastructure,,,,RWE AG,,,4768962,,"1,595,456","127,176,195",0.05%,
Listed Infrastructure,,,,Sacyr SA,,,5504789,,"3,845,749","26,184,798",0.01%,
Listed Infrastructure,,,,SBA Communications Corp.,,,BZ6TS23,,"160,805","46,643,940",0.02%,
Listed Infrastructure,,,,Sempra,,,2138158,,"1,660,188","221,555,656",0.08%,
Listed Infrastructure,,,,SES SA,,,B00ZQQ2,,"11,302,088","110,075,398",0.04%,
Listed Infrastructure,,,,Severn Trent Plc,,,B1FH8J7,,"4,481,360","256,653,214",0.10%,
Listed Infrastructure,,,,Spire Inc.,,,BYXJQG9,,"466,590","58,538,940",0.02%,
Listed Infrastructure,,,,SSE Plc,,,0790873,,"2,567,991","114,189,623",0.04%,
Listed Infrastructure,,,,Targa Resources Corp.,,,B55PZY3,,"188,080","52,036,830",0.02%,
Listed Infrastructure,,,,TC Energy Corp.,,,BJMY6G0,,"2,269,986","189,485,313",0.07%,
Listed Infrastructure,,,,TERNA Rete Elettrica Nazionale SpA,,,B01BN57,,"3,487,506","55,611,153",0.02%,
Listed Infrastructure,,,,"The Williams Cos., Inc.",,,2967181,,"3,806,825","343,148,010",0.13%,
Listed Infrastructure,,,,Transurban Group Ltd.,,,6200882,,"19,166,007","278,865,402",0.10%,
Listed Infrastructure,,,,Union Pacific Corp.,,,2914734,,"373,756","129,650,203",0.05%,
Listed Infrastructure,,,,United Utilities Group Plc,,,B39J2M4,,"8,197,499","200,378,576",0.07%,
Listed Infrastructure,,,,VINCI SA,,,B1XH026,,"807,748","170,782,947",0.06%,
Listed Infrastructure,,,,"Waste Connections, Inc.",,,BYVG1F6,,"155,000","40,759,991",0.02%,
Listed Infrastructure,,,,"Waste Management, Inc.",,,2937667,,"126,070","41,536,837",0.02%,
Listed Infrastructure,,,,"Xcel Energy, Inc.",,,2614807,,0,"175,620",0.00%,
Total,,,,,,,,,,"6,414,727,148",2.38%,
Unlisted Infrastructure,Internally,,,Amplitel,,,,20%,,,,
Unlisted Infrastructure,Internally,,,APAC,,,,20%,,,,
Unlisted Infrastructure,Internally,,,CDC,,,,29%,,,,
Unlisted Infrastructure,Internally,,,Horizon Roads,,,,18%,,,,
Unlisted Infrastructure,Internally,,,OneFortyOne,,,,50%,,,,
Unlisted Infrastructure,Internally,,,Perth Airport,,,,30%,,,,
Unlisted Infrastructure,Internally,,,Port of Melbourne,,,,20%,,,,
Unlisted Infrastructure,Internally,,,TILT,,,,40%,,,,
Unlisted Infrastructure,Internally,,,Transgrid,,,,8%,,,,
Total,,,,,,,,,,"16,215,697,384",6.01%,
Unlisted Infrastructure,Externally,,,,Campbell Global,,,,,"352,940,588",0.13%,
Unlisted Infrastructure,Externally,,,,DWS Alternatives Global Limited,,,,,"102,023,256",0.04%,
Unlisted Infrastructure,Externally,,,,EQT Infrastructure,,,,,"611,468,672",0.23%,
Unlisted Infrastructure,Externally,,,,Global Infrastructure Partners,,,,,"2,503,866,649",0.93%,
Unlisted Infrastructure,Externally,,,,Lotus Infrastructure Partners,,,,,"653,229,653",0.24%,
Unlisted Infrastructure,Externally,,,,Morgan Stanley Infrastructure Partners,,,,,"1,299,856,341",0.48%,
Unlisted Infrastructure,Externally,,,,Oaktree Capital Management,,,,,"7,958,510",0.00%,
Total,,,,,,,,,,"5,531,343,669",2.05%,
Unlisted Alternatives,Externally,,,,Atom Investors LP,,,,,"792,222,933",0.29%,
Unlisted Alternatives,Externally,,,,BlackRock,,,,,"7,497,630,858",2.78%,
Unlisted Alternatives,Externally,,,,Blackstone Alternative Asset Management Limited,,,,,"5,156,764,351",1.91%,
Unlisted Alternatives,Externally,,,,Bridgewater Associates Ltd,,,,,"911,343,411",0.34%,
Unlisted Alternatives,Externally,,,,Citadel Advisors LLC,,,,,"4,426,498,348",1.64%,
Unlisted Alternatives,Externally,,,,Clocktower Group L.P.,,,,,"565,087,396",0.21%,
Unlisted Alternatives,Externally,,,,"D.E. Shaw & Co., LLC",,,,,"249,695,458",0.09%,
Unlisted Alternatives,Externally,,,,Dymon Asia Capital,,,,,"1,386,634,216",0.51%,
Unlisted Alternatives,Externally,,,,Effissimo Capital Management,,,,,"2,029,828,644",0.75%,
Unlisted Alternatives,Externally,,,,Elementum Advisors LLC,,,,,"228,824,318",0.08%,
Unlisted Alternatives,Externally,,,,Hiscox ILS,,,,,"283,937,787",0.11%,
Unlisted Alternatives,Externally,,,,Ionic Capital Management Ltd,,,,,"3,067,146,997",1.14%,
Unlisted Alternatives,Externally,,,,JJJ Capital Management,,,,,"1,139,814,343",0.42%,
Unlisted Alternatives,Externally,,,,Man Group,,,,,"5,307,828,417",1.97%,
Unlisted Alternatives,Externally,,,,Quantix Commodities LP,,,,,"497,174,404",0.18%,
Unlisted Alternatives,Externally,,,,Qube Research and Technologies,,,,,"3,158,591,938",1.17%,
Unlisted Alternatives,Externally,,,,Schonfeld Strategic Advisors LLC,,,,,"2,302,436,341",0.85%,
Unlisted Alternatives,Externally,,,,Squarepoint Capital,,,,,"2,478,289,456",0.92%,
Unlisted Alternatives,Externally,,,,Wellington Investment Management,,,,,"3,160,154,550",1.17%,
Total,,,,,,,,,,"44,639,904,165",16.53%,
Total Investment Items,,,,,,,,,,"266,836,623,026",98.83%,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 2 -  Derivatives by kind of derivative,,,,,,,,,,,,
Portfolio Holdings Information for:,Future Fund,,,,,,,,,,,
Reporting Date: ,31/12/2025,,,,,,,,,,,
,,,,,,,,,,,,
Kind of Derivative,Value (AUD),Weighting (%),,,,,,,,,,
Swaps," 1,629,326,541 ",0.60%,,,,,,,,,,
Forwards," 688,842,610 ",0.26%,,,,,,,,,,
Futures," 383,664,354 ",0.14%,,,,,,,,,,
Options," 454,107,919 ",0.17%,,,,,,,,,,
Total," 3,155,941,425 ",1.17%,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 3 -  Derivatives by asset class,,,,,,,,,,,,
Portfolio Holdings Information for:,Future Fund,,,,,,,,,,,
Reporting Date: ,31/12/2025,,,,,,,,,,,
,,,,,,,,,,,,
Asset Class,Actual asset allocation (% of total investments (including derivatives)),Effect of derivatives exposure (% of total investments (including derivatives)),,,,,,,,,,
Cash,12%,-29%,,,,,,,,,,
Fixed Income,9%,19%,,,,,,,,,,
Equities,49%,8%,,,,,,,,,,
Property,4%,0%,,,,,,,,,,
Infrastructure,10%,0%,,,,,,,,,,
Alternatives,17%,2%,,,,,,,,,,
Total,100%,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 4 -  Derivatives by currency,,,,,,,,,,,,
Portfolio Holdings Information for:,Future Fund,,,,,,,,,,,
